cCRE File,Biosample Slim,Biosample type,Organ,Biosample summary + donor,Experiment,BigWig,Experiment,BigWig,Experiment,BigWig,Experiment,BigWig
ENCFF841CYA.bed.gz,hematopoietic multipotent progenitor cell,in vitro differentiated cells,blood; bodily fluid,"Homo_sapiens_hematopoietic_multipotent_progenitor_cell_treated_with_interleukin-3_for_17_days,_kit_ligand_for_17_days,_hydrocortisone_succinate_for_17_days,_erythropoietin_for_17_days_ENCDO937OUY",ENCSR362JSZ,ENCFF841CYA,---,---,---,---,---,---
ENCFF678RUZ.bed.gz,head of caudate nucleus,tissue,brain,Homo_sapiens_with_mild_cognitive_impairment_head_of_caudate_nucleus_tissue_male_adult_90_or_above_years_ENCDO283GDX,ENCSR717BBR,ENCFF678RUZ,---,---,---,---,---,---
ENCFF338HAQ.bed.gz,hematopoietic multipotent progenitor cell,in vitro differentiated cells,blood; bodily fluid,"Homo_sapiens_hematopoietic_multipotent_progenitor_cell_treated_with_erythropoietin_for_20_days,_hydrocortisone_succinate_for_20_days,_kit_ligand_for_20_days,_interleukin-3_for_20_days_ENCDO937OUY",ENCSR115YPI,ENCFF338HAQ,---,---,---,---,---,---
ENCFF801REE_ENCFF053KMZ_ENCFF860MMV_ENCFF804PBU.bed.gz,adrenal gland,tissue,adrenal gland; endocrine gland,Homo_sapiens_adrenal_gland_tissue_male_adult_37_years_ENCDO845WKR,ENCSR277KRY,ENCFF801REE,ENCSR620TXL,ENCFF053KMZ,ENCSR094VJC,ENCFF860MMV,ENCSR899JSO,ENCFF804PBU
ENCFF240ZBU.bed.gz,"effector memory CD4-positive, alpha-beta T cell",primary cell,blood; bodily fluid,"Homo_sapiens_effector_memory_CD4-positive,_alpha-beta_T_cell_female_adult_25_years_ENCDO011KGM",ENCSR582QEW,ENCFF240ZBU,---,---,---,---,---,---
ENCFF114PBW.bed.gz,natural killer cell,primary cell,blood; bodily fluid,Homo_sapiens_natural_killer_cell_female_adult_34_years_ENCDO579CCQ,ENCSR723JLG,ENCFF114PBW,---,---,---,---,---,---
ENCFF561UGF.bed.gz,"stimulated activated CD8-positive, alpha-beta memory T cell",primary cell,blood; bodily fluid,"Homo_sapiens_stimulated_activated_CD8-positive,_alpha-beta_memory_T_cell_female_adult_33_years_treated_with_anti-CD3_and_anti-CD28_coated_beads_for_4_hours,_100_ng/mL_Interleukin-7_for_4_hours_ENCDO299FMV",ENCSR669NQZ,ENCFF561UGF,---,---,---,---,---,---
ENCFF310ZPG_ENCFF837WOY_ENCFF926THG.bed.gz,naive B cell,primary cell,blood; bodily fluid,Homo_sapiens_naive_B_cell_female_adult_39_years_ENCDO352FHC,ENCSR739VKY,ENCFF310ZPG,ENCSR712YZE,ENCFF837WOY,ENCSR040ZML,ENCFF926THG,---,---
ENCFF887WPH.bed.gz,"stimulated activated CD8-positive, alpha-beta memory T cell",primary cell,blood; bodily fluid,"Homo_sapiens_stimulated_activated_CD8-positive,_alpha-beta_memory_T_cell_female_adult_33_years_treated_with_anti-CD3_and_anti-CD28_coated_beads_for_48_hours,_100_ng/mL_Interleukin-2_for_48_hours_ENCDO299FMV",ENCSR688OIJ,ENCFF887WPH,---,---,---,---,---,---
ENCFF478TKF.bed.gz,muscle of leg,tissue,limb; musculature of body,Homo_sapiens_muscle_of_leg_tissue_female_embryo_85_days_ENCDO527XLA,ENCSR198JXW,ENCFF478TKF,---,---,---,---,---,---
ENCFF617ISJ.bed.gz,"naive thymus-derived CD8-positive, alpha-beta T cell",primary cell,blood; bodily fluid,"Homo_sapiens_naive_thymus-derived_CD8-positive,_alpha-beta_T_cell_male_adult_30_years_ENCDO739OLY",ENCSR237BOF,ENCFF617ISJ,---,---,---,---,---,---
ENCFF009GSJ.bed.gz,T-cell,primary cell,blood; bodily fluid,Homo_sapiens_T-cell_male_adult_19_years_ENCDO737NEB,ENCSR815DWW,ENCFF009GSJ,---,---,---,---,---,---
ENCFF609DSZ.bed.gz,T-cell,primary cell,blood; bodily fluid,Homo_sapiens_T-cell_female_adult_53_years_ENCDO490PGB,ENCSR552TPH,ENCFF609DSZ,---,---,---,---,---,---
ENCFF703OAE.bed.gz,suppressor macrophage,primary cell,blood; bodily fluid,Homo_sapiens_suppressor_macrophage_male_adult_21_years_and_male_adult_40_years_ENCDO661IWU,ENCSR371CCL,ENCFF703OAE,---,---,---,---,---,---
ENCFF334DIH.bed.gz,T-helper 2 cell,primary cell,blood; bodily fluid,Homo_sapiens_T-helper_2_cell_male_adult_38_years_ENCDO923WRX,ENCSR943KMD,ENCFF334DIH,---,---,---,---,---,---
ENCFF829JMH.bed.gz,T-cell,primary cell,blood; bodily fluid,Homo_sapiens_T-cell_male_adult_28_years_ENCDO000TPT,ENCSR497NLU,ENCFF829JMH,---,---,---,---,---,---
ENCFF016SWR.bed.gz,"stimulated activated CD4-positive, alpha-beta T cell",primary cell,blood; bodily fluid,"Homo_sapiens_stimulated_activated_CD4-positive,_alpha-beta_T_cell_female_adult_33_years_treated_with_anti-CD3_and_anti-CD28_coated_beads_for_1_hour,_100_ng/mL_TNF-alpha_for_1_hour_ENCDO299FMV",ENCSR266NDC,ENCFF016SWR,---,---,---,---,---,---
ENCFF671XRX.bed.gz,activated gamma-delta T cell,primary cell,blood; bodily fluid,"Homo_sapiens_activated_gamma-delta_T_cell_female_adult_33_years_treated_with_anti-CD3_and_anti-CD28_coated_beads_for_16_hours,_50_U/mL_Interleukin-2_for_16_hours_ENCDO299FMV",ENCSR104QUE,ENCFF671XRX,---,---,---,---,---,---
ENCFF679FKQ_ENCFF163VOI_ENCFF791CAJ_ENCFF872ERK.bed.gz,right atrium auricular region,tissue,heart,Homo_sapiens_right_atrium_auricular_region_tissue_female_adult_51_years_ENCDO271OUW,ENCSR278SKG,ENCFF679FKQ,ENCSR954TSY,ENCFF163VOI,ENCSR668EVA,ENCFF791CAJ,ENCSR232OFD,ENCFF872ERK
ENCFF383WYK_ENCFF811RQX_ENCFF130NUG_ENCFF341RAH.bed.gz,coronary artery,tissue,arterial blood vessel; blood vessel; heart; vasculature,Homo_sapiens_coronary_artery_tissue_female_adult_53_years_ENCDO793LXB,ENCSR060HPL,ENCFF383WYK,ENCSR343ZOV,ENCFF811RQX,ENCSR443UYU,ENCFF130NUG,ENCSR175FLL,ENCFF341RAH
ENCFF653BKY.bed.gz,T-cell,primary cell,blood; bodily fluid,Homo_sapiens_T-cell_male_adult_37_years_ENCDO147QAL,ENCSR788SKJ,ENCFF653BKY,---,---,---,---,---,---
ENCFF888RPS.bed.gz,T-cell,primary cell,blood; bodily fluid,Homo_sapiens_T-cell_female_adult_32_years_ENCDO473DQU,ENCSR290NGL,ENCFF888RPS,---,---,---,---,---,---
ENCFF369FTG.bed.gz,"CD4-positive, alpha-beta T cell",primary cell,blood; bodily fluid,"Homo_sapiens_CD4-positive,_alpha-beta_T_cell_female_adult_39_years_treated_with_Interleukin-15_for_4_hours_ENCDO222BBW",ENCSR152FWD,ENCFF369FTG,---,---,---,---,---,---
ENCFF627GLJ.bed.gz,"stimulated activated CD4-positive, alpha-beta T cell",primary cell,blood; bodily fluid,"Homo_sapiens_stimulated_activated_CD4-positive,_alpha-beta_T_cell_male_adult_42_years_treated_with_anti-CD3_and_anti-CD28_coated_beads_for_1_hour,_100_ng/mL_Interleukin-15_for_1_hour_ENCDO833KUM",ENCSR531UVE,ENCFF627GLJ,---,---,---,---,---,---
ENCFF845MYW.bed.gz,"stimulated activated CD4-positive, alpha-beta T cell",primary cell,blood; bodily fluid,"Homo_sapiens_stimulated_activated_CD4-positive,_alpha-beta_T_cell_male_adult_38_years_treated_with_anti-CD3_and_anti-CD28_coated_beads_for_48_hours,_100_ng/mL_Interleukin-2_for_48_hours_ENCDO923WRX",ENCSR658NVL,ENCFF845MYW,---,---,---,---,---,---
ENCFF635ZUA.bed.gz,T-cell,primary cell,blood; bodily fluid,Homo_sapiens_T-cell_female_adult_33_years_ENCDO299FMV,ENCSR283MZJ,ENCFF635ZUA,---,---,---,---,---,---
ENCFF660OZI.bed.gz,aorta,tissue,arterial blood vessel; blood vessel; vasculature,Homo_sapiens_aorta_tissue_female_adult_41_years_ENCDO575WHY,ENCSR713KNQ,ENCFF660OZI,---,---,---,---,---,---
ENCFF990VDF.bed.gz,"stimulated activated CD8-positive, alpha-beta memory T cell",primary cell,blood; bodily fluid,"Homo_sapiens_stimulated_activated_CD8-positive,_alpha-beta_memory_T_cell_female_adult_33_years_treated_with_anti-CD3_and_anti-CD28_coated_beads_for_24_hours,_100_ng/mL_Interleukin-4_for_24_hours_ENCDO299FMV",ENCSR380TXB,ENCFF990VDF,---,---,---,---,---,---
ENCFF954YGS.bed.gz,kidney,tissue,kidney,Homo_sapiens_kidney_tissue_male_embryo_85_days_ENCDO342PFI,ENCSR757EPJ,ENCFF954YGS,---,---,---,---,---,---
ENCFF270KWP.bed.gz,kidney,tissue,kidney,Homo_sapiens_kidney_tissue_female_embryo_105_days_ENCDO718LHH,ENCSR953JVX,ENCFF270KWP,---,---,---,---,---,---
ENCFF692GFN.bed.gz,"effector memory CD4-positive, alpha-beta T cell",primary cell,blood; bodily fluid,"Homo_sapiens_effector_memory_CD4-positive,_alpha-beta_T_cell_male_adult_24_years_ENCDO786GVO",ENCSR607EJV,ENCFF692GFN,---,---,---,---,---,---
ENCFF239CTO.bed.gz,superior temporal gyrus,tissue,brain,Homo_sapiens_superior_temporal_gyrus_tissue_male_adult_84_years_ENCDO240JUB,ENCSR382JUJ,ENCFF239CTO,---,---,---,---,---,---
ENCFF962MQB.bed.gz,trophoblast cell,primary cell,embryo; extraembryonic component,Homo_sapiens_trophoblast_cell_embryo_21_weeks_ENCDO096FKE,ENCSR121ZSL,ENCFF962MQB,---,---,---,---,---,---
ENCFF993MFJ_ENCFF807GVN_ENCFF089VAB.bed.gz,B cell,primary cell,blood; bodily fluid,Homo_sapiens_B_cell_male_adult_37_years_ENCDO028NGF,ENCSR247IUJ,ENCFF993MFJ,ENCSR939UQD,ENCFF807GVN,ENCSR191ZQT,ENCFF089VAB,---,---
ENCFF043TCU.bed.gz,T-helper 1 cell,primary cell,blood; bodily fluid,Homo_sapiens_T-helper_1_cell_male_adult_42_years_ENCDO833KUM,ENCSR260UJJ,ENCFF043TCU,---,---,---,---,---,---
ENCFF789RFF.bed.gz,T-cell,primary cell,blood; bodily fluid,Homo_sapiens_T-cell_male_adult_24_years_ENCDO937YKH,ENCSR389IHS,ENCFF789RFF,---,---,---,---,---,---
ENCFF278LCZ.bed.gz,"stimulated activated CD8-positive, alpha-beta memory T cell",primary cell,blood; bodily fluid,"Homo_sapiens_stimulated_activated_CD8-positive,_alpha-beta_memory_T_cell_female_adult_33_years_treated_with_anti-CD3_and_anti-CD28_coated_beads_for_1_hour,_100_ng/mL_Interleukin-7_for_1_hour_ENCDO299FMV",ENCSR314IBN,ENCFF278LCZ,---,---,---,---,---,---
ENCFF451GMR.bed.gz,large intestine,tissue,intestine; large intestine,Homo_sapiens_large_intestine_tissue_female_embryo_108_days_ENCDO012PVK,ENCSR874CAK,ENCFF451GMR,---,---,---,---,---,---
ENCFF950WGH.bed.gz,T-cell,primary cell,blood; bodily fluid,Homo_sapiens_T-cell_male_adult_26_years_ENCDO769UME,ENCSR217PZP,ENCFF950WGH,---,---,---,---,---,---
ENCFF576SBL.bed.gz,left lung,tissue,lung,Homo_sapiens_left_lung_tissue_male_embryo_105_days_ENCDO171HMD,ENCSR953WJO,ENCFF576SBL,---,---,---,---,---,---
ENCFF996ZCU.bed.gz,kidney,tissue,kidney,Homo_sapiens_kidney_tissue_female_embryo_121_days_ENCDO920LST,ENCSR082JCE,ENCFF996ZCU,---,---,---,---,---,---
ENCFF328WBJ.bed.gz,activated T-helper 1 cell,primary cell,blood; bodily fluid,"Homo_sapiens_activated_T-helper_1_cell_female_adult_33_years_treated_with_anti-CD3_and_anti-CD28_coated_beads_for_16_hours,_50_U/mL_Interleukin-2_for_16_hours_ENCDO299FMV",ENCSR595THL,ENCFF328WBJ,---,---,---,---,---,---
ENCFF201XEO.bed.gz,"naive thymus-derived CD8-positive, alpha-beta T cell",primary cell,blood; bodily fluid,"Homo_sapiens_naive_thymus-derived_CD8-positive,_alpha-beta_T_cell_male_adult_56_years_ENCDO100JZM",ENCSR332HAD,ENCFF201XEO,---,---,---,---,---,---
ENCFF787EAS.bed.gz,tibial artery,tissue,arterial blood vessel; blood vessel; limb; vasculature,Homo_sapiens_tibial_artery_tissue_female_adult_53_years_ENCDO793LXB,ENCSR080ISA,ENCFF787EAS,---,---,---,---,---,---
ENCFF355BPJ.bed.gz,renal pelvis,tissue,kidney,Homo_sapiens_renal_pelvis_tissue_female_embryo_89_days_ENCDO076OLG,ENCSR911YVV,ENCFF355BPJ,---,---,---,---,---,---
ENCFF959XPY.bed.gz,"stimulated activated CD4-positive, alpha-beta T cell",primary cell,blood; bodily fluid,"Homo_sapiens_stimulated_activated_CD4-positive,_alpha-beta_T_cell_male_adult_42_years_treated_with_anti-CD3_and_anti-CD28_coated_beads_for_24_hours,_100_ng/mL_Interleukin-2_for_24_hours_ENCDO833KUM",ENCSR245AXW,ENCFF959XPY,---,---,---,---,---,---
ENCFF376LFQ.bed.gz,"effector CD4-positive, alpha-beta T cell",primary cell,,"Homo_sapiens_effector_CD4-positive,_alpha-beta_T_cell_male_adult_56_years_ENCDO100JZM",ENCSR355ARR,ENCFF376LFQ,---,---,---,---,---,---
ENCFF335CQE.bed.gz,left renal cortex interstitium,tissue,kidney,Homo_sapiens_left_renal_cortex_interstitium_tissue_male_embryo_120_days_ENCDO327QNA,ENCSR039ZVQ,ENCFF335CQE,---,---,---,---,---,---
ENCFF412TKS_ENCFF066MLC_ENCFF146LLE_ENCFF884XLS.bed.gz,middle frontal area 46,tissue,brain,Homo_sapiens_with_Cognitive_impairment_middle_frontal_area_46_tissue_female_adult_86_years_ENCDO845GYA,ENCSR532DBH,ENCFF412TKS,ENCSR131MFE,ENCFF066MLC,ENCSR786VUJ,ENCFF146LLE,ENCSR740GKG,ENCFF884XLS
ENCFF485CJZ.bed.gz,kidney,tissue,kidney,Homo_sapiens_kidney_tissue_female_adult_47_years_ENCDO528BHB,ENCSR206OJJ,ENCFF485CJZ,---,---,---,---,---,---
ENCFF807ZJE.bed.gz,upper lobe of right lung,tissue,lung,Homo_sapiens_upper_lobe_of_right_lung_tissue_male_adult_60_years_ENCDO520EJG,ENCSR357AWH,ENCFF807ZJE,---,---,---,---,---,---
ENCFF492QZP.bed.gz,"CD8-positive, alpha-beta T cell",primary cell,blood; bodily fluid,"Homo_sapiens_CD8-positive,_alpha-beta_T_cell_male_adult_38_years_ENCDO923WRX",ENCSR321KUC,ENCFF492QZP,---,---,---,---,---,---
ENCFF802FLJ.bed.gz,"activated CD8-positive, alpha-beta memory T cell",primary cell,blood; bodily fluid,"Homo_sapiens_activated_CD8-positive,_alpha-beta_memory_T_cell_female_adult_33_years_treated_with_anti-CD3_and_anti-CD28_coated_beads_for_24_hours_ENCDO299FMV",ENCSR653ISV,ENCFF802FLJ,---,---,---,---,---,---
ENCFF165MKR.bed.gz,T-cell,primary cell,blood; bodily fluid,Homo_sapiens_T-cell_male_adult_39_years_ENCDO483JHX,ENCSR863LZT,ENCFF165MKR,---,---,---,---,---,---
ENCFF811SHY.bed.gz,"stimulated activated CD4-positive, alpha-beta T cell",primary cell,blood; bodily fluid,"Homo_sapiens_stimulated_activated_CD4-positive,_alpha-beta_T_cell_female_adult_33_years_treated_with_anti-CD3_and_anti-CD28_coated_beads_for_24_hours,_100_ng/mL_Interleukin-4_for_24_hours_ENCDO299FMV",ENCSR486FMF,ENCFF811SHY,---,---,---,---,---,---
ENCFF860DNN.bed.gz,"stimulated activated CD4-positive, alpha-beta T cell",primary cell,blood; bodily fluid,"Homo_sapiens_stimulated_activated_CD4-positive,_alpha-beta_T_cell_male_adult_42_years_treated_with_anti-CD3_and_anti-CD28_coated_beads_for_4_hours,_100_ng/mL_TNF-alpha_for_4_hours_ENCDO833KUM",ENCSR287GYT,ENCFF860DNN,---,---,---,---,---,---
ENCFF505ELW.bed.gz,T-cell,primary cell,blood; bodily fluid,Homo_sapiens_T-cell_male_adult_21_years_ENCDO394DKX,ENCSR561ZLY,ENCFF505ELW,---,---,---,---,---,---
ENCFF238HIW.bed.gz,"activated naive CD4-positive, alpha-beta T cell",primary cell,blood; bodily fluid,"Homo_sapiens_activated_CD4_positive,_naive_alpha-beta_T_cell_male_adult_42_years_treated_with_50_U/mL_Interleukin-2_for_16_hours_ENCDO833KUM",ENCSR100OSB,ENCFF238HIW,---,---,---,---,---,---
ENCFF935MLV.bed.gz,"stimulated activated CD4-positive, alpha-beta T cell",primary cell,blood; bodily fluid,"Homo_sapiens_stimulated_activated_CD4-positive,_alpha-beta_T_cell_male_adult_38_years_treated_with_anti-CD3_and_anti-CD28_coated_beads_for_1_hour,_100_ng/mL_Interleukin-4_for_1_hour_ENCDO923WRX",ENCSR920JUM,ENCFF935MLV,---,---,---,---,---,---
ENCFF719PPB.bed.gz,"activated CD4-positive, alpha-beta T cell",primary cell,blood; bodily fluid,"Homo_sapiens_activated_CD4-positive,_alpha-beta_T_cell_male_adult_38_years_treated_with_anti-CD3_and_anti-CD28_coated_beads_for_4_hours_ENCDO923WRX",ENCSR493IQY,ENCFF719PPB,---,---,---,---,---,---
ENCFF017ULV.bed.gz,"stimulated activated CD8-positive, alpha-beta memory T cell",primary cell,blood; bodily fluid,"Homo_sapiens_stimulated_activated_CD8-positive,_alpha-beta_memory_T_cell_male_adult_38_years_treated_with_anti-CD3_and_anti-CD28_coated_beads_for_4_hours,_100_ng/mL_Interleukin-15_for_4_hours_ENCDO923WRX",ENCSR474HQW,ENCFF017ULV,---,---,---,---,---,---
ENCFF220PZT_ENCFF044NRE_ENCFF109ZZY.bed.gz,"effector memory CD8-positive, alpha-beta T cell",primary cell,blood; bodily fluid,"Homo_sapiens_effector_memory_CD8-positive,_alpha-beta_T_cell_male_adult_36_years_ENCDO424UPQ",ENCSR582MYC,ENCFF220PZT,ENCSR210UDG,ENCFF044NRE,ENCSR917BHP,ENCFF109ZZY,---,---
ENCFF370PCW.bed.gz,T-cell,primary cell,blood; bodily fluid,Homo_sapiens_T-cell_female_adult_40_years_ENCDO143ACT,ENCSR270JQK,ENCFF370PCW,---,---,---,---,---,---
ENCFF422IHL.bed.gz,T-cell,primary cell,blood; bodily fluid,Homo_sapiens_T-cell_male_adult_34_years_ENCDO348MRX,ENCSR803JVQ,ENCFF422IHL,---,---,---,---,---,---
ENCFF117UBS.bed.gz,"stimulated activated CD8-positive, alpha-beta memory T cell",primary cell,blood; bodily fluid,"Homo_sapiens_stimulated_activated_CD8-positive,_alpha-beta_memory_T_cell_female_adult_33_years_treated_with_anti-CD3_and_anti-CD28_coated_beads_for_48_hours,_100_ng/mL_Interleukin-15_for_48_hours_ENCDO299FMV",ENCSR205ECC,ENCFF117UBS,---,---,---,---,---,---
ENCFF544VJL.bed.gz,"stimulated activated CD8-positive, alpha-beta memory T cell",primary cell,blood; bodily fluid,"Homo_sapiens_stimulated_activated_CD8-positive,_alpha-beta_memory_T_cell_female_adult_33_years_treated_with_anti-CD3_and_anti-CD28_coated_beads_for_1_hour,_100_ng/mL_Interleukin-2_for_1_hour_ENCDO299FMV",ENCSR177GYC,ENCFF544VJL,---,---,---,---,---,---
ENCFF731MVA.bed.gz,T-cell,primary cell,blood; bodily fluid,Homo_sapiens_T-cell_female_adult_23_years_ENCDO737JLN,ENCSR467MSP,ENCFF731MVA,---,---,---,---,---,---
ENCFF513HRB.bed.gz,head of caudate nucleus,tissue,brain,Homo_sapiens_with_Cognitive_impairment_head_of_caudate_nucleus_tissue_female_adult_86_years_ENCDO845GYA,ENCSR333BUP,ENCFF513HRB,---,---,---,---,---,---
ENCFF295JAT.bed.gz,posterior cingulate gyrus,tissue,brain,Homo_sapiens_posterior_cingulate_gyrus_tissue_female_adult_84_years_ENCDO461DJY,ENCSR924IHU,ENCFF295JAT,---,---,---,---,---,---
ENCFF767BTZ_ENCFF319HQY_ENCFF435BRK_ENCFF891CZD.bed.gz,middle frontal area 46,tissue,brain,Homo_sapiens_with_Alzheimer's_disease_middle_frontal_area_46_tissue_female_adult_90_or_above_years_ENCDO201EUI,ENCSR124IMM,ENCFF767BTZ,ENCSR549BWF,ENCFF319HQY,ENCSR927IOS,ENCFF435BRK,ENCSR092VKJ,ENCFF891CZD
ENCFF694ESB.bed.gz,kidney,tissue,kidney,Homo_sapiens_kidney_tissue_embryo_80_days_ENCDO662IIE,ENCSR066WZJ,ENCFF694ESB,---,---,---,---,---,---
ENCFF445HCH.bed.gz,kidney tubule cell,primary cell,epithelium; kidney,Homo_sapiens_kidney_tubule_cell_female_adult_80_years_treated_with_5_μM_cisplatin_ENCDO421EJG,ENCSR257CIZ,ENCFF445HCH,---,---,---,---,---,---
ENCFF935KGD.bed.gz,occipital lobe,tissue,brain,Homo_sapiens_occipital_lobe_tissue_male_adult_84_years_ENCDO240JUB,ENCSR859CZM,ENCFF935KGD,---,---,---,---,---,---
ENCFF221VKT.bed.gz,limb,tissue,limb,Homo_sapiens_limb_tissue_embryo_53_days_and_embryo_56_days_ENCDO733WDT,ENCSR818JGZ,ENCFF221VKT,---,---,---,---,---,---
ENCFF147PNW.bed.gz,heart,tissue,heart,Homo_sapiens_heart_tissue_female_embryo_116_days_and_female_embryo_98_days_ENCDO712ZBZ,ENCSR749BWV,ENCFF147PNW,---,---,---,---,---,---
ENCFF623IQZ_ENCFF209JIH_ENCFF937FKH.bed.gz,HCT116,cell line,colon; epithelium; intestine; large intestine,"Homo_sapiens_HCT116_genetically_modified_insertion_using_CRISPR_inserting_O._sativa_LOC4335696,_insertion_using_CRISPR_targeting_H._sapiens_MED14_treated_with_1_μM_5-Phenyl-1H-indole-3-acetic_acid_for_6_hours_ENCDO000ABE",ENCSR498JAW,ENCFF623IQZ,ENCSR287XHR,ENCFF209JIH,ENCSR873SVP,ENCFF937FKH,---,---
ENCFF246BAU_ENCFF457FEX_ENCFF742ERW.bed.gz,HCT116,cell line,colon; epithelium; intestine; large intestine,"Homo_sapiens_HCT116_genetically_modified_insertion_using_CRISPR_inserting_O._sativa_LOC4335696,_insertion_using_CRISPR_targeting_H._sapiens_SMARCA5_treated_with_1_μM_5-Phenyl-1H-indole-3-acetic_acid_for_6_hours_ENCDO000ABE",ENCSR542UWN,ENCFF246BAU,ENCSR331GZV,ENCFF457FEX,ENCSR138ITT,ENCFF742ERW,---,---
ENCFF609EOJ_ENCFF838KNK_ENCFF426ZES.bed.gz,HCT116,cell line,colon; epithelium; intestine; large intestine,"Homo_sapiens_HCT116_genetically_modified_insertion_using_CRISPR_inserting_O._sativa_LOC4335696,_insertion_using_CRISPR_targeting_H._sapiens_MED14_ENCDO000ABE",ENCSR694YJR,ENCFF609EOJ,ENCSR787WSK,ENCFF838KNK,ENCSR709PFC,ENCFF426ZES,---,---
ENCFF051XFM_ENCFF642BED_ENCFF448FEB.bed.gz,HCT116,cell line,colon; epithelium; intestine; large intestine,"Homo_sapiens_HCT116_genetically_modified_insertion_using_CRISPR_inserting_O._sativa_LOC4335696,_insertion_using_CRISPR_targeting_H._sapiens_CDK7_treated_with_1_μM_5-Phenyl-1H-indole-3-acetic_acid_for_6_hours_ENCDO000ABE",ENCSR867ITQ,ENCFF051XFM,ENCSR718JUS,ENCFF642BED,ENCSR743HTN,ENCFF448FEB,---,---
ENCFF021DHC.bed.gz,placenta,tissue,extraembryonic component; placenta,Homo_sapiens_placenta_tissue_embryo_53_days_ENCDO870GPO,ENCSR499IFY,ENCFF021DHC,---,---,---,---,---,---
ENCFF394WTE.bed.gz,HCEC 1CT,cell line,colon; intestine; large intestine,Homo_sapiens_HCEC_1CT_ENCDO336HXJ,ENCSR038XTK,ENCFF394WTE,---,---,---,---,---,---
ENCFF389RQE.bed.gz,CD1c-positive myeloid dendritic cell,primary cell,blood; bodily fluid,Homo_sapiens_CD1c-positive_myeloid_dendritic_cell_ENCDO820BXZ,ENCSR373BIX,ENCFF389RQE,---,---,---,---,---,---
ENCFF881ZMX.bed.gz,heart,tissue,heart,Homo_sapiens_heart_tissue_embryo_96_days_ENCDO226BUZ,ENCSR911LTI,ENCFF881ZMX,---,---,---,---,---,---
ENCFF604WCR_ENCFF664UKA_ENCFF950NLS.bed.gz,stomach,tissue,stomach,Homo_sapiens_stomach_tissue_male_adult_34_years_ENCDO058AAA,ENCSR782SSS,ENCFF604WCR,ENCSR129NCV,ENCFF664UKA,ENCSR001SHB,ENCFF950NLS,---,---
ENCFF552OOR.bed.gz,muscle of arm,tissue,limb; musculature of body,Homo_sapiens_muscle_of_arm_tissue_male_embryo_96_days_ENCDO220PYT,ENCSR303YII,ENCFF552OOR,---,---,---,---,---,---
ENCFF316ZWI.bed.gz,right renal pelvis,tissue,kidney; ureter,Homo_sapiens_right_renal_pelvis_tissue_male_embryo_105_days_ENCDO513BVP,ENCSR986HEN,ENCFF316ZWI,---,---,---,---,---,---
ENCFF951RTD.bed.gz,renal pelvis,tissue,kidney,Homo_sapiens_renal_pelvis_tissue_female_embryo_96_days_ENCDO870OBN,ENCSR141DMX,ENCFF951RTD,---,---,---,---,---,---
ENCFF136DSS_ENCFF547MNW_ENCFF008HLE.bed.gz,HCT116,cell line,colon; epithelium; intestine; large intestine,"Homo_sapiens_HCT116_genetically_modified_insertion_using_CRISPR_inserting_O._sativa_LOC4335696,_insertion_using_CRISPR_targeting_H._sapiens_SMARCA5_ENCDO000ABE",ENCSR690ADK,ENCFF136DSS,ENCSR581LUB,ENCFF547MNW,ENCSR108CCH,ENCFF008HLE,---,---
ENCFF656TCI_ENCFF370MPF_ENCFF100CVT.bed.gz,HCT116,cell line,colon; epithelium; intestine; large intestine,"Homo_sapiens_HCT116_genetically_modified_insertion_using_CRISPR_inserting_O._sativa_LOC4335696,_insertion_using_CRISPR_targeting_H._sapiens_SUPT16H_treated_with_1_μM_5-Phenyl-1H-indole-3-acetic_acid_for_6_hours_ENCDO000ABE",ENCSR795ZKB,ENCFF656TCI,ENCSR197PUB,ENCFF370MPF,ENCSR991JSQ,ENCFF100CVT,---,---
ENCFF559HJK_ENCFF190GZS_ENCFF729LUC.bed.gz,HCT116,cell line,colon; epithelium; intestine; large intestine,"Homo_sapiens_HCT116_genetically_modified_insertion_using_CRISPR_inserting_O._sativa_LOC4335696,_insertion_using_CRISPR_targeting_H._sapiens_BRD4_ENCDO000ABE",ENCSR163KCQ,ENCFF559HJK,ENCSR191ULN,ENCFF190GZS,ENCSR324ZNP,ENCFF729LUC,---,---
ENCFF241EHU_ENCFF442UOG_ENCFF301DSI.bed.gz,HCT116,cell line,colon; epithelium; intestine; large intestine,"Homo_sapiens_HCT116_genetically_modified_insertion_using_CRISPR_inserting_O._sativa_LOC4335696,_insertion_using_CRISPR_targeting_H._sapiens_CTCF_treated_with_1_μM_5-Phenyl-1H-indole-3-acetic_acid_for_6_hours_ENCDO000ABE",ENCSR702VYW,ENCFF241EHU,ENCSR098CPV,ENCFF442UOG,ENCSR671XCL,ENCFF301DSI,---,---
ENCFF635GBA_ENCFF282JSU_ENCFF995AGX.bed.gz,HCT116,cell line,colon; epithelium; intestine; large intestine,"Homo_sapiens_HCT116_genetically_modified_insertion_using_CRISPR_inserting_O._sativa_LOC4335696,_insertion_using_CRISPR_targeting_H._sapiens_CDK7_ENCDO000ABE",ENCSR799GSS,ENCFF635GBA,ENCSR809YOX,ENCFF282JSU,ENCSR571CNF,ENCFF995AGX,---,---
ENCFF766GDO.bed.gz,large intestine,tissue,intestine; large intestine,Homo_sapiens_large_intestine_tissue_female_embryo_103_days_ENCDO623IAT,ENCSR800QGE,ENCFF766GDO,---,---,---,---,---,---
